Species,NCBI Taxon ID,Order,Family,Genus,CE_clathrin,CE_receptor,CE_glycoproteins,other,finished
Columba livia papillomavirus 1,3080879,Zurhausenvirales,Papillomaviridae,,0.0,1.0,0.0,0.0,1.0
Tetrao urogallus alphaherpesvirus 1,3077833,Herpesvirales,Orthoherpesviridae,,0.0,0.0,1.0,0.0,1.0
Strix nebulosa herpesvirus,3074439,Herpesvirales,,,0.0,0.0,1.0,0.0,1.0
kestrel polyomavirus 1,3074466,Sepolyvirales,Polyomaviridae,Gammapolyomavirus,0.0,1.0,0.0,0.0,1.0
Zoothera dauma adenovirus,3073259,Rowavirales,Adenoviridae,,0.0,0.0,1.0,0.0,1.0
Gallivirus sp.,2809412,Picornavirales,Picornaviridae,Gallivirus,0.0,1.0,0.0,0.0,1.0
Bird calicivirus,3069714,Picornavirales,Caliciviridae,,0.0,1.0,0.0,0.0,1.0
Duck picornavirus,2874388,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Waterbird gammacoronavirus 1,2992309,Nidovirales,Coronaviridae,Gammacoronavirus,0.0,0.0,1.0,0.0,1.0
Goose parvovirus SDDY21,3062345,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Goose parvovirus SDJN21,3062346,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Goose parvovirus SDWF22,3062347,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Rockhopper penguin papillomavirus,2962496,Zurhausenvirales,Papillomaviridae,,0.0,1.0,0.0,0.0,1.0
Quang Binh virus,643132,Amarillovirales,Flaviviridae,Orthoflavivirus,1.0,0.0,0.0,0.0,1.0
Orthobunyavirus manzanillaense,3052416,Bunyavirales,Peribunyaviridae,Orthobunyavirus,0.0,1.0,0.0,0.0,1.0
Oriental turtle dovepox virus,3051319,Chitovirales,Poxviridae,,0.0,1.0,0.0,0.0,1.0
Coronavirus PREDICT_CoV-100,2717633,Nidovirales,Coronaviridae,,0.0,0.0,1.0,0.0,1.0
Buteo buteo herpesvirus,2928393,Herpesvirales,,,0.0,0.0,1.0,0.0,1.0
Psittacidae dependoparvovirus,2794570,Piccovirales,Parvoviridae,Dependoparvovirus,1.0,0.0,0.0,0.0,1.0
Psittacid alphaherpesvirus 6,3042376,Herpesvirales,Orthoherpesviridae,,0.0,0.0,1.0,0.0,1.0
Psittaciform parvoviridae sp.,3042448,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Psittacine picornavirus,3042449,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Chaphamaparvovirus sp.,2809295,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Gyrovirus homsa2,2844803,,Anelloviridae,Gyrovirus,0.0,1.0,0.0,0.0,1.0
Eastern equine encephalitis virus,11021,Martellivirales,Togaviridae,Alphavirus,1.0,0.0,0.0,0.0,1.0
Fregata magnificens alphaherpesvirus 1,3040023,Herpesvirales,,,0.0,0.0,1.0,0.0,1.0
Riboviria sp.,2585031,,,,,,,,
black-headed gull deltacoronavirus,3031139,Nidovirales,Coronaviridae,Deltacoronavirus,0.0,0.0,1.0,0.0,1.0
common gull deltacoronavirus,3031140,Nidovirales,Coronaviridae,Deltacoronavirus,0.0,0.0,1.0,0.0,1.0
common gull gammacoronavirus,3031141,Nidovirales,Coronaviridae,Gammacoronavirus,0.0,0.0,1.0,0.0,1.0
Anatid alphaherpesvirus 1,104388,Herpesvirales,Orthoherpesviridae,Mardivirus,0.0,0.0,1.0,0.0,1.0
Bird parvovirus,3029445,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
ssDNA virus sp.,2593122,,,,,,,,
Cooks petrelpox virus,3019552,Chitovirales,Poxviridae,,0.0,1.0,0.0,0.0,1.0
Orthobunyavirus bunyamweraense,3052381,Bunyavirales,Peribunyaviridae,Orthobunyavirus,0.0,1.0,0.0,0.0,1.0
Yellow-eyed penguin gyrovirus,3021812,,Anelloviridae,Gyrovirus,0.0,1.0,0.0,0.0,1.0
Zebra finch hepacivirus 1,3004181,Amarillovirales,Flaviviridae,Hepacivirus,1.0,0.0,0.0,0.0,1.0
Zebra finch hepacivirus 2,3004182,Amarillovirales,Flaviviridae,Hepacivirus,1.0,0.0,0.0,0.0,1.0
Toutouwai hepatovirus,2996228,Picornavirales,Picornaviridae,Hepatovirus,1.0,0.0,0.0,0.0,1.0
Avian associated calicivirus 5,2996223,Picornavirales,Caliciviridae,,0.0,1.0,0.0,0.0,1.0
Avian associated hepe-like virus 10,2996224,Hepelivirales,Hepeviridae,,1.0,0.0,0.0,0.0,1.0
Avian associated picorna-like virus 15,2996209,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Avian associated picorna-like virus 14,2996208,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Avian associated picorna-like virus 20,2996214,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Avian associated picorna-like virus 21,2996215,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Avian associated picorna-like virus 19,2996213,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Avian associated hepe-like virus 8,2996226,Hepelivirales,Hepeviridae,,1.0,0.0,0.0,0.0,1.0
Avian associated picorna-like virus 25,2996219,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Avian associated picorna-like virus 22,2996216,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Avian associated picorna-like virus 17,2996211,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Avian associated picorna-like virus 16,2996210,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Avian associated picorna-like virus 13,2996207,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Avian associated picorna-like virus 24,2996218,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Avian associated picorna-like virus 18,2996212,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Avian associated hepe-like virus 9,2996227,Hepelivirales,Hepeviridae,,1.0,0.0,0.0,0.0,1.0
Avian associated picorna-like virus 23,2996217,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Avian associated hepe-like virus 7,2996225,Hepelivirales,Hepeviridae,,1.0,0.0,0.0,0.0,1.0
Avian associated picorna-like virus 27,2996221,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Avian associated picorna-like virus 26,2996220,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Rous sarcoma virus,11886,Ortervirales,Retroviridae,Alpharetrovirus,0.0,1.0,0.0,0.0,1.0
Sunrhavirus bimbo,2956479,Mononegavirales,Rhabdoviridae,Sunrhavirus,0.0,0.0,1.0,0.0,1.0
Sunrhavirus kolongo,2956481,Mononegavirales,Rhabdoviridae,Sunrhavirus,0.0,0.0,1.0,0.0,1.0
Avian megrivirus,2986276,Picornavirales,Picornaviridae,Megrivirus,0.0,1.0,0.0,0.0,1.0
Duck adeno-associated virus,2875326,Piccovirales,Parvoviridae,Dependoparvovirus,1.0,0.0,0.0,0.0,1.0
Magpiepox virus 2,2874139,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Psittaciform chaphamaparvovirus 3,2928890,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Avastrovirus sp.,2809168,Stellavirales,Astroviridae,Avastrovirus,0.0,1.0,0.0,0.0,1.0
Duck circovirus 3,2994410,Cirlivirales,Circoviridae,Circovirus,1.0,0.0,0.0,0.0,1.0
Nyavirus nyamaniniense,644610,Mononegavirales,Nyamiviridae,Nyavirus,0.0,0.0,1.0,0.0,1.0
trumpeter swan calicivirus,2992313,Picornavirales,Caliciviridae,,0.0,1.0,0.0,0.0,1.0
duck egg-reducing syndrome virus,2987487,Picornavirales,Picornaviridae,Avihepatovirus,0.0,1.0,0.0,0.0,1.0
Crowpox virus,2942216,Chitovirales,Poxviridae,,0.0,1.0,0.0,0.0,1.0
Avipoxvirus isolate Galapagos Islands,1294098,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Wigfec virus K19_482,2986032,Geplafuvirales,Genomoviridae,Gemycircularvirus,0.0,1.0,0.0,0.0,1.0
Wigfec virus K19_469,2986033,Geplafuvirales,Genomoviridae,Gemyduguivirus,0.0,1.0,0.0,0.0,1.0
Wigfec virus K19_435,2986034,Geplafuvirales,Genomoviridae,Gemykibivirus,0.0,1.0,0.0,0.0,1.0
Wigfec virus K19_467,2986035,Geplafuvirales,Genomoviridae,Gemytondvirus,0.0,1.0,0.0,0.0,1.0
Wigfec virus K19_227,2985990,,,,,,,,
Wigfec virus K19_426,2985991,,,,,,,,
Wigfec virus K19_432,2985992,,,,,,,,
Wigfec virus K19_450,2985993,,,,,,,,
Wigfec virus K19_484,2985994,,,,,,,,
Wigfec virus K19_486,2985995,,,,,,,,
Wigfec virus K19_494,2985996,,,,,,,,
Wigfec virus K19_511,2985997,,,,,,,,
Wigfec virus K19_521,2985998,,,,,,,,
Wigfec virus K19_545,2985999,,,,,,,,
Wigfec virus K19_562,2986000,,,,,,,,
Wigfec virus K19_588,2986001,,,,,,,,
Wigfec virus K19_598,2986002,,,,,,,,
Wigfec virus K19_605,2986003,,,,,,,,
Wigfec virus K19_623,2986004,,,,,,,,
Wigfec virus K19_658,2986005,,,,,,,,
Wigfec virus K19_292,2986006,,,,,,,,
Wigfec virus K19_346,2986007,,,,,,,,
Wigfec virus K19_385,2986008,,,,,,,,
Wigfec virus K19_525,2986009,,,,,,,,
Wigfec virus K19_555,2986010,,,,,,,,
Wigfec virus K19_558,2986011,,,,,,,,
Wigfec virus K19_561,2986012,,,,,,,,
Wigfec virus K19_571,2986013,,,,,,,,
Wigfec virus K19_593,2986014,,,,,,,,
Wigfec virus K19_600,2986015,,,,,,,,
Wigfec virus K19_645,2986016,,,,,,,,
Wigfec virus K19_654,2986017,,,,,,,,
Wigfec virus K19_668,2986018,,,,,,,,
Wigfec virus K19_691,2986019,,,,,,,,
Wigfec virus K19_221,2986020,,,,,,,,
Wigfec virus K19_259,2986021,,,,,,,,
Wigfec virus K19_327,2986022,,,,,,,,
Wigfec virus K19_443,2986023,,,,,,,,
Wigfec virus K19_493,2986024,,,,,,,,
Wigfec virus K19_526,2986025,,,,,,,,
Wigfec virus K19_576,2986026,,,,,,,,
Wigfec virus K19_615,2986027,,,,,,,,
Wigfec virus K19_448,2986028,,,,,,,,
Wigfec virus K19_454,2986029,,,,,,,,
Wigfec virus K19_513,2986030,,,,,,,,
Zingilamo virus,2983543,Martellivirales,Togaviridae,,1.0,0.0,0.0,0.0,1.0
Bandavirus dabieense,2748958,Bunyavirales,Phenuiviridae,Bandavirus,0.0,1.0,0.0,0.0,1.0
Meleagrid alphaherpesvirus 2,2982300,Herpesvirales,Orthoherpesviridae,,0.0,0.0,1.0,0.0,1.0
Temminck's stint calicivirus,2976936,Picornavirales,Caliciviridae,,0.0,1.0,0.0,0.0,1.0
Crow astrovirus,2976362,Stellavirales,Astroviridae,,0.0,1.0,0.0,0.0,1.0
psittacine adenovirus 8,2875246,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,1.0
psittacine adenovirus 9,2875244,Rowavirales,Adenoviridae,Atadenovirus,0.0,0.0,1.0,0.0,1.0
psittacine adenovirus 10,2875245,Rowavirales,Adenoviridae,Atadenovirus,0.0,0.0,1.0,0.0,1.0
Wood pigeon astrovirus,928292,Stellavirales,Astroviridae,,0.0,1.0,0.0,0.0,1.0
Avastrovirus 2,1239438,Stellavirales,Astroviridae,Avastrovirus,0.0,1.0,0.0,0.0,1.0
Astroviridae sp.,2585114,Stellavirales,Astroviridae,,0.0,1.0,0.0,0.0,1.0
Raptor adenovirus,2963835,Rowavirales,Adenoviridae,,0.0,0.0,1.0,0.0,1.0
Oriolus adenovirus,2862777,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,1.0
Anas platyrhynchos papillomavirus 2,2855326,Zurhausenvirales,Papillomaviridae,,0.0,1.0,0.0,0.0,1.0
Fowl aviadenovirus sp.,1972696,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,1.0
Avian associated bastrovirus 2,2936950,Stellavirales,Astroviridae,,0.0,1.0,0.0,0.0,1.0
Blackbird siadenovirus,2936980,Rowavirales,Adenoviridae,Siadenovirus,0.0,0.0,1.0,0.0,1.0
Avian astrovirus 2,2936979,Stellavirales,Astroviridae,,0.0,1.0,0.0,0.0,1.0
Avian associated bastrovirus 1,2936949,Stellavirales,Astroviridae,,0.0,1.0,0.0,0.0,1.0
Avian associated hepe-like virus 1,2936955,Hepelivirales,Hepeviridae,,1.0,0.0,0.0,0.0,1.0
Avian associated hepe-like virus 2,2936956,Hepelivirales,Hepeviridae,,1.0,0.0,0.0,0.0,1.0
Avian associated hepe-like virus 3,2936957,Hepelivirales,Hepeviridae,,1.0,0.0,0.0,0.0,1.0
Avian associated hepe-like virus 4,2936958,Hepelivirales,Hepeviridae,,1.0,0.0,0.0,0.0,1.0
Avian associated hepe-like virus 5,2936959,Hepelivirales,Hepeviridae,,1.0,0.0,0.0,0.0,1.0
Avian associated hepe-like virus 6,2936960,Hepelivirales,Hepeviridae,,1.0,0.0,0.0,0.0,1.0
Turdid alphaherpesvirus 1,2936981,Herpesvirales,Orthoherpesviridae,,0.0,0.0,1.0,0.0,1.0
Avian associated calicivirus 1,2936951,Picornavirales,Caliciviridae,,0.0,1.0,0.0,0.0,1.0
Avian associated calicivirus 2,2936952,Picornavirales,Caliciviridae,,0.0,1.0,0.0,0.0,1.0
Avian associated calicivirus 3,2936953,Picornavirales,Caliciviridae,,0.0,1.0,0.0,0.0,1.0
Avian associated calicivirus 4,2936954,Picornavirales,Caliciviridae,,0.0,1.0,0.0,0.0,1.0
Avian associated picorna-like virus 1,2936962,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Avian associated picorna-like virus 2,2936965,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Avian associated picorna-like virus 3,2936966,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Avian associated picorna-like virus 4,2936967,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Avian associated picorna-like virus 5,2936968,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Avian associated picorna-like virus 6,2936969,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Avian associated picorna-like virus 7,2936970,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Avian associated picorna-like virus 8,2936971,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Avian associated picorna-like virus 9,2936972,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Avian associated picorna-like virus 10,2936963,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Avian associated picorna-like virus 11,2936964,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Avian associated orbivirus 1,2936961,Reovirales,Sedoreoviridae,Orbivirus,1.0,0.0,0.0,0.0,1.0
Avian associated reo-like virus 1,2936973,Reovirales,,,0.0,1.0,0.0,0.0,1.0
Avian associated reo-like virus 2,2936974,Reovirales,,,0.0,1.0,0.0,0.0,1.0
Avian associated reo-like virus 3,2936975,Reovirales,,,0.0,1.0,0.0,0.0,1.0
Avian associated reo-like virus 4,2936976,Reovirales,,,0.0,1.0,0.0,0.0,1.0
Avian associated reo-like virus 5,2936977,Reovirales,,,0.0,1.0,0.0,0.0,1.0
Avian associated reo-like virus 6,2936978,Reovirales,,,0.0,1.0,0.0,0.0,1.0
Galliform chaphamaparvovirus 6,2928886,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Galliform chaphamaparvovirus 7,2928887,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Galliform chaphamaparvovirus 8,2928888,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Galliform chaphamaparvovirus 9,2928889,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Galliform chaphamaparvovirus 10,2928878,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Galliform chaphamaparvovirus 11,2928879,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Galliform chaphamaparvovirus 12,2928880,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Galliform chaphamaparvovirus 13,2928881,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Galliform chaphamaparvovirus 14,2928882,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Galliform chaphamaparvovirus 15,2928883,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Galliform chaphamaparvovirus 16,2928884,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Galliform chaphamaparvovirus 17,2928885,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Hepacivirus Q,2952659,Amarillovirales,Flaviviridae,Hepacivirus,1.0,0.0,0.0,0.0,1.0
Avipoxvirus isolate Arizona,1294092,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
tawny owl-associated circovirus,2945983,Cirlivirales,Circoviridae,Circovirus,1.0,0.0,0.0,0.0,1.0
Pigeon-dominant Coronavirus,1649336,Nidovirales,Coronaviridae,,0.0,0.0,1.0,0.0,1.0
Avon-Heathcote Estuary associated circular virus 25,1618249,Cirlivirales,Circoviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated avastrovius 1,2832253,Stellavirales,Astroviridae,Avastrovirus,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated avastrovius 2,2832254,Stellavirales,Astroviridae,Avastrovirus,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated aveparvovirus,2832255,Piccovirales,Parvoviridae,Aveparvovirus,1.0,0.0,0.0,0.0,1.0
Mute swan feces associated avihepatovirus,2832257,Picornavirales,Picornaviridae,Avihepatovirus,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated calicivirus,2832256,Picornavirales,Caliciviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated chapparvovirus 1,2832239,Piccovirales,Parvoviridae,Chapparvovirus,1.0,0.0,0.0,0.0,1.0
Mute swan feces associated chapparvovirus 2,2832240,Piccovirales,Parvoviridae,Chapparvovirus,1.0,0.0,0.0,0.0,1.0
Mute swan feces associated chapparvovirus 3,2832241,Piccovirales,Parvoviridae,Chapparvovirus,1.0,0.0,0.0,0.0,1.0
Mute swan feces associated chapparvovirus 4,2832242,Piccovirales,Parvoviridae,Chapparvovirus,1.0,0.0,0.0,0.0,1.0
Mute swan feces associated chapparvovirus 5,2832243,Piccovirales,Parvoviridae,Chapparvovirus,1.0,0.0,0.0,0.0,1.0
Mute swan feces associated chapparvovirus 6,2832244,Piccovirales,Parvoviridae,Chapparvovirus,1.0,0.0,0.0,0.0,1.0
Mute swan feces associated circular virus 1,2832259,,,,,,,,
Mute swan feces associated circular virus 2,2832268,,,,,,,,
Mute swan feces associated circular virus 3,2832269,,,,,,,,
Mute swan feces associated circular virus 4,2832270,,,,,,,,
Mute swan feces associated circular virus 5,2832271,,,,,,,,
Mute swan feces associated circular virus 6,2832272,,,,,,,,
Mute swan feces associated circular virus 7,2832273,,,,,,,,
Mute swan feces associated circular virus 8,2832274,,,,,,,,
Mute swan feces associated circular virus 9,2832275,,,,,,,,
Mute swan feces associated circular virus 10,2832260,,,,,,,,
Mute swan feces associated circular virus 11,2832261,,,,,,,,
Mute swan feces associated circular virus 12,2832262,,,,,,,,
Mute swan feces associated circular virus 13,2832263,,,,,,,,
Mute swan feces associated circular virus 14,2832264,,,,,,,,
Mute swan feces associated circular virus 15,2832265,,,,,,,,
Mute swan feces associated circular virus 16,2832266,,,,,,,,
Mute swan feces associated circular virus 17,2832267,,,,,,,,
Mute swan feces associated gammacoronavirus,2832252,Nidovirales,Coronaviridae,Gammacoronavirus,0.0,0.0,1.0,0.0,1.0
Mute swan feces associated gemycircularvirus 1,2832251,Geplafuvirales,Genomoviridae,Gemycircularvirus,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated hepatovirus 1,2832211,Picornavirales,Picornaviridae,Hepatovirus,1.0,0.0,0.0,0.0,1.0
Mute swan feces associated hepatovirus 2,2832212,Picornavirales,Picornaviridae,Hepatovirus,1.0,0.0,0.0,0.0,1.0
Mute swan feces associated hepatovirus 3,2832213,Picornavirales,Picornaviridae,Hepatovirus,1.0,0.0,0.0,0.0,1.0
Mute swan feces associated hepatovirus 4,2832214,Picornavirales,Picornaviridae,Hepatovirus,1.0,0.0,0.0,0.0,1.0
Mute swan feces associated noda-like virus 1,2832173,Nodamuvirales,Nodaviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated noda-like virus 2,2832174,Nodamuvirales,Nodaviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated noda-like virus 3,2832175,Nodamuvirales,Nodaviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated noda-like virus 4,2832176,Nodamuvirales,Nodaviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated noda-like virus 5,2832177,Nodamuvirales,Nodaviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated noda-like virus 6,2832178,Nodamuvirales,Nodaviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated noda-like virus 7,2832179,Nodamuvirales,Nodaviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated noda-like virus 8,2832180,Nodamuvirales,Nodaviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated noda-like virus 9,2832181,Nodamuvirales,Nodaviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated partitiviridae A,2832153,Durnavirales,Partitiviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated partitiviridae B,2832154,Durnavirales,Partitiviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated partitiviridae C,2832155,Durnavirales,Partitiviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated partitiviridae D,2832156,Durnavirales,Partitiviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated partitiviridae E,2832157,Durnavirales,Partitiviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated partitiviridae F,2832158,Durnavirales,Partitiviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated partitiviridae G,2832159,Durnavirales,Partitiviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated partitiviridae H,2832160,Durnavirales,Partitiviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated partitiviridae I,2832161,Durnavirales,Partitiviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated partitiviridae J,2832162,Durnavirales,Partitiviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated partitiviridae K,2832163,Durnavirales,Partitiviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated partitiviridae L,2832164,Durnavirales,Partitiviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated partitiviridae M,2832165,Durnavirales,Partitiviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated partitiviridae N,2832166,Durnavirales,Partitiviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated partitiviridae O,2832167,Durnavirales,Partitiviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated partitiviridae 1,2832152,Durnavirales,Partitiviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picobirnavirus A,2832171,Durnavirales,Picobirnaviridae,Picobirnavirus,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picobirnavirus B,2832172,Durnavirales,Picobirnaviridae,Picobirnavirus,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picobirnavirus 1,2832168,Durnavirales,Picobirnaviridae,Picobirnavirus,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picobirnavirus 2,2832169,Durnavirales,Picobirnaviridae,Picobirnavirus,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picobirnavirus 3,2832170,Durnavirales,Picobirnaviridae,Picobirnavirus,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 1,2832182,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 2,2832193,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 3,2832204,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 4,2832205,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 5,2832206,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 6,2832207,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 7,2832208,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 8,2832209,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 9,2832210,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 10,2832183,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 11,2832184,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 12,2832185,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 13,2832186,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 14,2832187,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 15,2832188,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 16,2832189,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 17,2832190,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 18,2832191,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 19,2832192,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 20,2832194,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 21,2832195,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 22,2832196,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 23,2832197,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 24,2832198,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 25,2832199,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 26,2832200,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 27,2832201,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 28,2832202,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated picorna-like virus 29,2832203,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
