Species,pathogenID,Host,hostID,Total Count,GenBank Count,RefSeq Count,Completed Count
Avian gyrovirus 13,2781374,Anas platyrhynchos,8839,1,1,0,1
Gyrovirus VC5,2781380,Anas platyrhynchos,8839,1,1,0,0
Gyrovirus VC7,2781381,Anas platyrhynchos,8839,1,1,0,0
Duck associated circular virus VC9,2781378,Anas platyrhynchos,8839,1,1,0,0
Duck genomovirus VC16,2781375,Anas platyrhynchos,8839,1,1,0,0
Duck genomovirus VC17,2781376,Anas platyrhynchos,8839,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Chroicocephalus genei,1569666,8,8,0,1
Alphainfluenzavirus influenzae,2955291,Grus japonensis,30415,16,16,0,0
Alphainfluenzavirus influenzae,2955291,Anas poecilorhyncha,75854,59,59,0,0
Passerine adenovirus 1,2779174,Acanthorhynchus tenuirostris,266336,1,1,0,1
Fowl aviadenovirus D,190064,Lyrurus tetrix,1233216,2,2,0,0
Blue tit hepacivirus,2777463,Cyanistes caeruleus,156563,1,1,0,0
Magpie hepacivirus,2777467,Grallina cyanoleuca,254541,1,1,0,0
Pelican hepacivirus,2777469,Pelecanus conspicillatus,317791,1,1,0,0
Turkey siadenovirus A,298333,Gallus gallus,9031,3,3,0,0
Lonchura striata deltavirus,2766951,Lonchura striata,40157,1,1,0,1
Orthoavulavirus javaense,3051375,Dromaius novaehollandiae,8790,4,4,0,0
Orthoavulavirus javaense,3051375,Nymphicus hollandicus,13180,2,2,0,0
Orthoavulavirus javaense,3051375,Coturnix japonica,93934,7,7,0,1
Mayaro virus,59301,Icterus spurius,84829,1,1,0,1
Orthoavulavirus javaense,3051375,Nipponia nippon,128390,7,7,0,3
Pigeon gyrovirus,2766787,Columba livia,8932,2,2,0,1
Poecivirus sp.,2759496,Sitta canadensis,50249,4,4,0,0
Poecivirus sp.,2759496,Corvus brachyrhynchos,85066,8,8,0,0
Poecivirus sp.,2759496,Larus canus,28681,2,2,0,0
Poecivirus sp.,2759496,Pica hudsonia,158052,2,2,0,0
Poecivirus sp.,2759496,Setophaga striata,1212470,3,3,0,0
Poecivirus sp.,2759496,Picoides villosus,51356,5,5,0,0
Fowl aviadenovirus A,190061,Numida meleagris,8996,15,15,0,0
Orthoavulavirus javaense,3051375,Lophura erythrophthalma,140443,1,1,0,1
Orthoavulavirus javaense,3051375,Lophura nycthemera,9046,1,1,0,0
Orthoavulavirus javaense,3051375,Passer domesticus,48849,6,6,0,0
Orthoavulavirus javaense,3051375,Acridotheres tristis,279927,2,2,0,0
Orthoavulavirus javaense,3051375,Corvus splendens,701737,3,3,0,0
Orthoavulavirus javaense,3051375,Anser anser domesticus,8843,1,1,0,0
Gyrovirus 6,2583050,Gallus gallus,9031,1,1,0,0
Antarctic virus 6_I_APBOOTsw001Ad,2761208,Pygoscelis adeliae,9238,1,1,0,1
Antarctic virus 6_I_APBOOTsw001Ch,2761209,Pygoscelis adeliae,9238,1,1,0,1
Antarctic virus 1_I_CPGEORsw001Ad,2761173,Pygoscelis antarcticus,79643,1,1,0,1
Antarctic virus 1_I_CPGEORsw002Ad,2761174,Pygoscelis antarcticus,79643,1,1,0,1
Antarctic virus 1_II_CPGEORsw003Ad,2761171,Pygoscelis antarcticus,79643,1,1,0,1
Antarctic virus 1_II_CPGEORsw003Ch,2761172,Pygoscelis antarcticus,79643,1,1,0,1
Antarctic virus 3_I_CPHALFsw004Ad,2761187,Pygoscelis antarcticus,79643,1,1,0,1
Antarctic virus 3_II_CPHALFsw005Ad,2761185,Pygoscelis antarcticus,79643,2,2,0,2
Antarctic virus 3_V_CPHALFsw003Ad,2761188,Pygoscelis antarcticus,79643,1,1,0,1
Antarctic virus 2_I_GPYANKsw001Ad,2761175,Pygoscelis papua,30457,1,1,0,1
Antarctic virus 2_I_GPYANKsw001Ch,2761176,Pygoscelis papua,30457,1,1,0,1
Antarctic virus 2_I_GPYANKsw002Ad,2761177,Pygoscelis papua,30457,1,1,0,1
Antarctic virus 2_I_GPYANKsw003Ad,2761178,Pygoscelis papua,30457,1,1,0,1
Antarctic virus 2_I_GPYANKsw004Ad,2761179,Pygoscelis papua,30457,1,1,0,1
Antarctic virus 3_III_KPSTAsw010Ad,2761180,Aptenodytes patagonicus,9234,1,1,0,1
Antarctic virus 3_III_KPSTAsw014Ch,2761181,Aptenodytes patagonicus,9234,1,1,0,1
Antarctic virus 3_IV_KPSTAsw015Ch,2761186,Aptenodytes patagonicus,9234,1,1,0,1
Antarctic virus 3_III_KPSTAsw016Ch,2761182,Aptenodytes patagonicus,9234,1,1,0,1
Antarctic virus 3_III_KPSTAsw018Ch,2761183,Aptenodytes patagonicus,9234,1,1,0,1
Antarctic virus 3_III_KPSTAsw019Ch,2761184,Aptenodytes patagonicus,9234,1,1,0,1
Antarctic virus 4_I_KPSTAsw001Ad,2761196,Aptenodytes patagonicus,9234,1,1,0,1
Antarctic virus 4_II_KPSTAsw004Ad,2761189,Aptenodytes patagonicus,9234,1,1,0,1
Antarctic virus 4_II_KPSTAsw014Ch,2761190,Aptenodytes patagonicus,9234,1,1,0,1
Antarctic virus 4_II_KPSTAsw015Ch,2761191,Aptenodytes patagonicus,9234,1,1,0,1
Antarctic virus 4_II_KPSTAsw016Ch,2761192,Aptenodytes patagonicus,9234,1,1,0,1
Antarctic virus 4_II_KPSTAsw017Ch,2761193,Aptenodytes patagonicus,9234,1,1,0,1
Antarctic virus 4_II_KPSTAsw018Ch,2761194,Aptenodytes patagonicus,9234,1,1,0,1
Antarctic virus 4_II_KPSTAsw019Ch,2761195,Aptenodytes patagonicus,9234,1,1,0,1
Antarctic virus 4_I_KPSTAsw002Ad,2761197,Aptenodytes patagonicus,9234,1,1,0,1
Antarctic virus 4_I_KPSTAsw008Ad,2761198,Aptenodytes patagonicus,9234,1,1,0,1
Antarctic virus 4_I_KPSTAsw009Ad,2761199,Aptenodytes patagonicus,9234,1,1,0,1
Antarctic virus 4_I_KPSTAsw010Ad,2761200,Aptenodytes patagonicus,9234,1,1,0,1
Antarctic virus 5_I_KPSTAsw001Ad,2761201,Aptenodytes patagonicus,9234,1,1,0,1
Antarctic virus 5_I_KPSTAsw002Ad,2761202,Aptenodytes patagonicus,9234,1,1,0,1
Antarctic virus 5_I_KPSTAsw004Ad,2761203,Aptenodytes patagonicus,9234,1,1,0,1
Antarctic virus 5_I_KPSTAsw008Ad,2761204,Aptenodytes patagonicus,9234,1,1,0,1
Antarctic virus 5_I_KPSTAsw009Ad,2761205,Aptenodytes patagonicus,9234,1,1,0,1
Antarctic virus 5_I_KPSTAsw018Ch,2761206,Aptenodytes patagonicus,9234,1,1,0,1
Antarctic virus 5_I_KPSTAsw020Ch,2761207,Aptenodytes patagonicus,9234,1,1,0,1
Circovirus penguin,3048261,Pygoscelis antarcticus,79643,1,1,0,1
Orthoavulavirus javaense,3051375,Pelecanus philippensis,459765,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Melanitta perspicillata,371863,48,48,0,0
Alphainfluenzavirus influenzae,2955291,Clangula hyemalis,197941,162,162,0,0
Pacific black duck adeno-associated virus,2759417,Anas superciliosa,45632,1,1,0,0
Pacific black duck chaphamaparvovirus 1,2759407,Anas superciliosa,45632,1,1,0,0
Pacific black duck chaphamaparvovirus,2759406,Anas superciliosa,45632,24,24,0,0
Pacific black duck aveparvovirus,2759420,Anas superciliosa,45632,3,3,0,0
Chestnut teal chaphamaparvovirus 1,2759403,Anas castanea,45631,1,1,0,0
Chestnut teal chaphamaparvovirus 2,2759404,Anas castanea,45631,1,1,0,0
Chestnut teal chaphamaparvovirus 3,2759405,Anas castanea,45631,1,1,0,0
Chestnut teal chaphamaparvovirus,2759402,Anas castanea,45631,48,48,0,0
Wood duck chaphamaparvovirus,2759604,Chenonetta jubata,45644,18,18,0,0
Grey teal chaphamaparvovirus,2759408,Anas gracilis,45630,4,4,0,0
Chestnut teal aalivirus,2759411,Anas castanea,45631,5,5,0,0
Chestnut teal megrivirus,2759413,Anas castanea,45631,2,2,0,0
Chestnut teal sicinivirus-like virus,2759416,Anas castanea,45631,1,1,0,0
Pacific black duck sicinivirus-like virus,2759415,Anas superciliosa,45632,2,2,0,0
Pacific black duck aalivirus,2759412,Anas superciliosa,45632,3,3,0,0
Pacific black duck anativirus-like virus,2759419,Anas superciliosa,45632,1,1,0,0
Pacific black duck megrivirus,2592492,Anas superciliosa,45632,6,6,0,0
Wood duck megrivirus,2759414,Chenonetta jubata,45644,7,7,0,0
Parvoviridae sp.,1940570,Acanthis flammea,54769,1,1,0,0
Reticuloendotheliosis virus,11636,Tragopan caboti,30407,2,2,0,0
Picornavirales sp.,1955153,Anser indicus,8846,6,6,0,0
Picornavirales sp.,1955153,Emberiza chrysophrys,504295,1,1,0,0
Picornavirales sp.,1955153,Phoenicurus auroreus,358814,3,3,0,0
Gemycircularvirus sp.,1983771,Gallus gallus,9031,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Buteo rufofuscus,223437,8,8,0,0
Alphainfluenzavirus influenzae,2955291,Phalacrocorax capensis,146614,8,8,0,0
Alphainfluenzavirus influenzae,2955291,Microcarbo coronatus,1523041,8,8,0,0
Alphainfluenzavirus influenzae,2955291,Haematopus moquini,2587770,8,8,0,0
Avipoxvirus 1130,2744857,Calypte anna,9244,1,1,0,0
Owl adenovirus Aichi10341,2728828,Megascops choliba,507958,1,1,0,0
Picornavirales sp.,1955153,Emberiza spodocephala,125294,1,1,0,0
Picornavirales sp.,1955153,Fringilla montifringilla,36255,1,1,0,0
Picornavirales sp.,1955153,Lanius cristatus,337178,4,4,0,0
Picornavirales sp.,1955153,Zosterops erythropleurus,135981,1,1,0,0
Picornavirales sp.,1955153,Pavo cristatus,9049,2,2,0,0
Totiviridae sp.,1955172,Aegithalos caudatus,73327,2,2,0,1
Totiviridae sp.,1955172,Lanius cristatus,337178,2,2,0,0
Totiviridae sp.,1955172,Motacilla cinerea,56325,1,1,0,0
Totiviridae sp.,1955172,Phylloscopus inornatus,56436,2,2,0,1
Picornavirales sp.,1955153,Periparus ater,156567,1,1,0,0
Picornavirales sp.,1955153,Phylloscopus fuscatus,56430,2,2,0,0
Parvoviridae sp.,1940570,Carpodacus erythrinus,175930,2,2,0,0
Dependoparvovirus sp.,2052559,Phylloscopus proregulus,56435,1,1,0,0
Dependoparvovirus sp.,2052559,Anser albifrons,50365,1,1,0,0
Aveparvovirus sp.,2715213,Emberiza tristrami,267980,1,1,0,0
Aveparvovirus sp.,2715213,Ficedula parva,126711,1,1,0,0
Dependoparvovirus sp.,2052559,Cecropis daurica,317158,1,1,0,0
Dependoparvovirus sp.,2052559,Anser indicus,8846,2,2,0,0
Picornavirales sp.,1955153,Balearica pavonina,30414,1,1,0,0
Picornavirales sp.,1955153,Syrmaticus reevesii,9066,1,1,0,0
Totiviridae sp.,1955172,Zosterops erythropleurus,135981,2,2,0,0
Totiviridae sp.,1955172,Grus japonensis,30415,1,1,0,0
Totiviridae sp.,1955172,Tadorna ferruginea,45639,1,1,0,0
Orthobornavirus alphapsittaciforme,1548713,Poicephalus robustus,190152,1,1,0,0
Orthobornavirus alphapsittaciforme,1548713,Aratinga jandaya,231027,5,5,0,0
Orthoflavivirus nilense,3048448,Pluvialis apricaria,670352,1,1,0,1
Orthoflavivirus nilense,3048448,Phoenicoparrus andinus,704177,1,1,0,1
Orthoflavivirus nilense,3048448,Trichoglossus haematodus,176049,1,1,0,1
Orthoflavivirus nilense,3048448,Spheniscus humboldti,9240,1,1,0,1
Picornaviridae sp.,1530251,Cygnus atratus,8868,2,2,0,0
Picornaviridae sp.,1530251,Emberiza chrysophrys,504295,3,3,0,0
Picornaviridae sp.,1530251,Lanius cristatus,337178,1,1,0,0
Picornaviridae sp.,1530251,Phylloscopus inornatus,56436,3,3,0,0
Totiviridae sp.,1955172,Fringilla montifringilla,36255,1,1,0,0
Totiviridae sp.,1955172,Phylloscopus fuscatus,56430,1,1,0,0
Parvoviridae sp.,1940570,Anser albifrons,50365,1,1,0,0
Parvoviridae sp.,1940570,Emberiza pusilla,74588,1,1,0,0
Parvoviridae sp.,1940570,Deroptyus accipitrinus,51904,1,1,0,0
Parvoviridae sp.,1940570,Tarsiger cyanurus,1364862,1,1,0,0
Parvoviridae sp.,1940570,Anser indicus,8846,9,9,0,0
Parvoviridae sp.,1940570,Tadorna ferruginea,45639,1,1,0,0
Parvoviridae sp.,1940570,Emberiza rustica,36250,5,5,0,0
Dependoparvovirus sp.,2052559,Dendrocopos leucotos,81522,1,1,0,0
Parvoviridae sp.,1940570,Emberiza elegans,160761,1,1,0,0
Parvoviridae sp.,1940570,Phylloscopus schwarzi,56429,1,1,0,0
Parvoviridae sp.,1940570,Cecropis daurica,317158,2,2,0,0
Parvoviridae sp.,1940570,Emberiza chrysophrys,504295,3,3,0,0
Parvoviridae sp.,1940570,Spinus spinus,160760,2,2,0,0
Parvoviridae sp.,1940570,Turdus naumanni,34940,2,2,0,0
Parvoviridae sp.,1940570,Grus grus,40816,2,2,0,0
Parvoviridae sp.,1940570,Antigone vipio,2717088,1,1,0,0
Parvoviridae sp.,1940570,Egretta garzetta,188379,2,2,0,0
Parvoviridae sp.,1940570,Pavo cristatus,9049,1,1,0,0
Parvoviridae sp.,1940570,Streptopelia turtur,177155,2,2,0,0
Picornaviridae sp.,1530251,Prunella montanella,187444,3,3,0,0
Picornaviridae sp.,1530251,Pavo cristatus,9049,1,1,0,0
Picornaviridae sp.,1530251,Anser albifrons,50365,3,3,0,0
Picornaviridae sp.,1530251,Phylloscopus fuscatus,56430,1,1,0,0
Picornaviridae sp.,1530251,Phylloscopus coronatus,125291,2,2,0,0
Picornaviridae sp.,1530251,Ficedula parva,126711,1,1,0,0
Picornaviridae sp.,1530251,Turdus hortulorum,411519,2,2,0,0
Picornaviridae sp.,1530251,Ficedula mugimaki,369969,2,2,0,0
Picornaviridae sp.,1530251,Sitta europaea,50251,1,1,0,0
Picornaviridae sp.,1530251,Syrmaticus reevesii,9066,1,1,0,0
Picornaviridae sp.,1530251,Phylloscopus proregulus,56435,1,1,0,0
Picornaviridae sp.,1530251,Lophura nycthemera,9046,1,1,0,0
Picornaviridae sp.,1530251,Tarsiger cyanurus,1364862,2,2,0,0
Picornaviridae sp.,1530251,Turdus pallidus,36282,1,1,0,0
Picornaviridae sp.,1530251,Numida meleagris,8996,2,2,0,0
Picornaviridae sp.,1530251,Chrysolophus amherstiae,9088,1,1,0,0
Picornaviridae sp.,1530251,Grus grus,40816,1,1,0,0
Picornaviridae sp.,1530251,Dendrocopos leucotos,81522,2,2,0,1
Picornaviridae sp.,1530251,Anser indicus,8846,3,3,0,0
Parvoviridae sp.,1940570,Eophona migratoria,175941,2,2,0,0
Chicken circovirus 2,2735304,Gallus gallus,9031,1,1,0,1
Chicken circovirus 3,2735305,Gallus gallus,9031,1,1,0,0
Orthoavulavirus javaense,3051375,Cairina moschata,8855,19,19,0,5
Atadenovirus sp.,2671518,Ptilonorhynchus violaceus,28724,1,1,0,0
Psittacine siadenovirus 1,2737672,Aratinga solstitialis,176015,1,1,0,1
Corvid orthoreovirus,2737667,Corvus brachyrhynchos,85066,10,10,0,10
Chatham orthoreovirus,2737666,Melanerpes carolinus,56083,10,10,0,10
Psittacid herpesvirus 3,240876,Psittacula krameri,9228,1,1,0,0
Avipoxvirus Japanese cormorant/Yamanashi/2017,2734904,Phalacrocorax capillatus,146617,1,1,0,0
Avipoxvirus Japanese cormorant/Yamanashi/2019,2734905,Phalacrocorax capillatus,146617,1,1,0,0
Picornavirales sp.,1955153,Cyanopica cyanus,193059,1,1,0,0
Picornavirales sp.,1955153,Ficedula mugimaki,369969,3,3,0,0
Picornavirales sp.,1955153,Sitta europaea,50251,3,3,0,0
Picornavirales sp.,1955153,Poecile palustris,48890,1,1,0,0
Picornavirales sp.,1955153,Parus major,9157,2,2,0,0
Circoviridae sp.,1954248,Anser albifrons,50365,3,3,0,3
Circoviridae sp.,1954248,Turdus naumanni,34940,1,1,0,1
Circoviridae sp.,1954248,Antigone vipio,2717088,1,1,0,1
Circoviridae sp.,1954248,Otis tarda,73107,1,1,0,1
Cressdnaviricota sp.,2748378,Grus japonensis,30415,2,2,0,2
Cressdnaviricota sp.,2748378,Pavo cristatus,9049,3,3,0,3
Cressdnaviricota sp.,2748378,Lanius cristatus,337178,3,3,0,3
Cressdnaviricota sp.,2748378,Turdus naumanni,34940,1,1,0,1
Cressdnaviricota sp.,2748378,Phoenicurus auroreus,358814,3,3,0,3
Cressdnaviricota sp.,2748378,Prunella montanella,187444,3,3,0,3
Cressdnaviricota sp.,2748378,Anser albifrons,50365,1,1,0,1
Totiviridae sp.,1955172,Phylloscopus coronatus,125291,1,1,0,0
Totiviridae sp.,1955172,Ficedula parva,126711,1,1,0,1
Totiviridae sp.,1955172,Phylloscopus proregulus,56435,1,1,0,1
Totiviridae sp.,1955172,Tarsiger cyanurus,1364862,1,1,0,1
Totiviridae sp.,1955172,Emberiza tristrami,267980,1,1,0,0
Picornavirales sp.,1955153,Emberiza tristrami,267980,1,1,0,0
Parvovirus NIH-CQV,1341019,Lanius cristatus,337178,1,1,0,0
Parvovirus NIH-CQV,1341019,Grus japonensis,30415,1,1,0,0
Parvovirus NIH-CQV,1341019,Phoenicurus auroreus,358814,1,1,0,0
Chapparvovirus sp.,2448649,Tarsiger cyanurus,1364862,1,1,0,0
Parvovirus NIH-CQV,1341019,Lophura nycthemera,9046,1,1,0,0
Chapparvovirus sp.,2448649,Cecropis daurica,317158,1,1,0,0
Parvovirus NIH-CQV,1341019,Cygnus columbianus,110926,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Alopochen aegyptiaca,30382,66,66,0,0
Orthoflavivirus nilense,3048448,Prunella modularis,181117,1,1,0,1
Metaavulavirus hongkongense,3051372,Gallus gallus,9031,1,1,0,0
Orthoavulavirus javaense,3051375,Anser cygnoides domesticus,8845,1,1,0,0
Metaavulavirus hongkongense,3051372,Anser cygnoides domesticus,8845,1,1,0,0
Dependoparvovirus avian1,1511894,Gallus gallus,9031,6,6,0,3
Picornaviridae sp.,1530251,Aegithalos caudatus,73327,1,1,0,1
Picornaviridae sp.,1530251,Poecile palustris,48890,1,1,0,1
Protoparvovirus sp.,1987106,Struthio camelus,8801,1,1,0,1
Reticuloendotheliosis virus,11636,Cairina moschata,8855,9,9,0,2
Avian leukosis virus,11864,Crax fasciolata,84988,1,1,0,0
Orthoavulavirus javaense,3051375,Primolius maracana,178894,2,2,0,0
Gentoo penguin virus,2707191,Pygoscelis papua,30457,1,1,0,0
Orthoavulavirus borisense,3051379,Pygoscelis adeliae,9238,2,2,0,0
Chicken virus mg4_280,2720902,Gallus gallus,9031,1,1,0,1
Chicken virus mg4_657,2720903,Gallus gallus,9031,1,1,0,1
Chicken virus mg4_1578,2720900,Gallus gallus,9031,1,1,0,1
Chicken virus mg4_2302,2720901,Gallus gallus,9031,1,1,0,1
Chicken virus mg5_2197,2720905,Gallus gallus,9031,1,1,0,1
Chicken virus mg5_2676,2720906,Gallus gallus,9031,1,1,0,1
Chicken virus mg6_2056,2720909,Gallus gallus,9031,1,1,0,1
Chicken virus mg8_273,2720912,Gallus gallus,9031,1,1,0,1
Chicken virus mg7_41u,2720910,Gallus gallus,9031,1,1,0,1
Chicken virus mg5_1345,2720904,Gallus gallus,9031,1,1,0,1
Chicken virus mg6_1197,2720908,Gallus gallus,9031,1,1,0,1
Chicken virus mg7_59,2720911,Gallus gallus,9031,1,1,0,1
Chicken virus mg8_324,2720913,Gallus gallus,9031,1,1,0,1
Chicken cyclovirus mg4_1122,2720954,Gallus gallus,9031,1,1,0,1
Chicken cyclovirus mg5_2967,2720955,Gallus gallus,9031,1,1,0,1
Chicken cyclovirus mg7_102,2720956,Gallus gallus,9031,1,1,0,1
Chicken genomovirus mg2_75,2720938,Gallus gallus,9031,1,1,0,1
Chicken genomovirus mg2_77,2720939,Gallus gallus,9031,1,1,0,1
Chicken genomovirus mg4_1107,2720940,Gallus gallus,9031,1,1,0,1
Chicken genomovirus mg4_1196,2720943,Gallus gallus,9031,1,1,0,1
Chicken genomovirus mg4_1210,2720944,Gallus gallus,9031,1,1,0,1
Chicken genomovirus mg4_1259,2720947,Gallus gallus,9031,1,1,0,1
Chicken genomovirus mg7_70,2720948,Gallus gallus,9031,1,1,0,1
Chicken genomovirus mg7_74,2720950,Gallus gallus,9031,1,1,0,1
Chicken genomovirus mg8_416,2720953,Gallus gallus,9031,1,1,0,1
Chicken genomovirus mg2_274u,2720937,Gallus gallus,9031,1,1,0,1
Chicken smacovirus mg2_55,2720957,Gallus gallus,9031,1,1,0,1
Chicken smacovirus mg5_1444,2720963,Gallus gallus,9031,1,1,0,1
Chicken smacovirus mg6_1052,2720964,Gallus gallus,9031,1,1,0,1
Chicken smacovirus mg7_57,2720965,Gallus gallus,9031,1,1,0,1
Chicken smacovirus mg8_345,2720967,Gallus gallus,9031,1,1,0,1
Sylvia atricapilla herpesvirus,2717890,Sylvia atricapilla,48155,2,2,0,0
Cyanistes caeruleus herpesvirus,2717889,Cyanistes caeruleus,156563,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Gallinula chloropus,9123,13,13,0,0
Avipoxvirus sp.,1928336,Tarsiger cyanurus,1364862,2,2,0,0
Avian bornavirus,675389,Cacatua galerita,141274,2,2,0,0
Orthoavulavirus javaense,3051375,Numida meleagris,8996,6,6,0,1
Budgerigar adenovirus 1,608831,Melopsittacus undulatus,13146,2,2,0,0
Avipoxvirus Japanese cormorant/Iwakuni/2017,2582417,Phalacrocorax capillatus,146617,2,2,0,0
Avipoxvirus Japanese cormorant/Miyoshi/2017,2582418,Phalacrocorax capillatus,146617,2,2,0,0
Orthoflavivirus nilense,3048448,Acrocephalus dumetorum,68474,1,1,0,1
Parvovirus AH0225,2712699,Anas platyrhynchos,8839,1,1,0,0
RNA virus hoopoe/BBanka01/2015/HUN,2711208,Upupa epops,57439,1,1,0,1
Chicken astrovirus,336959,Accipiter nisus,211598,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Plegadis falcinellus,52788,7,7,0,0
Alphainfluenzavirus influenzae,2955291,Microcarbo niger,1517963,8,8,0,0
Siadenovirus sp.,2671519,Taeniopygia guttata,59729,5,5,0,0
Atadenovirus sp.,2671518,Ploceus vitellinus,441713,4,4,0,0
Aviadenovirus sp.,2217649,Ploceus vitellinus,441713,3,3,0,0
Aviadenovirus sp.,2217649,Parus major,9157,1,1,0,0
Atadenovirus sp.,2671518,Turdus philomelos,127946,1,1,0,0
Atadenovirus sp.,2671518,Chloris chloris,37601,1,1,0,0
Atadenovirus sp.,2671518,Erithacus rubecula,37610,1,1,0,0
Aviadenovirus sp.,2217649,Carduelis carduelis,37600,1,1,0,0
Aviadenovirus sp.,2217649,Chloris chloris,37601,1,1,0,0
Siadenovirus sp.,2671519,Pyrrhula pyrrhula,37607,1,1,0,0
Siadenovirus sp.,2671519,Fringilla coelebs,37598,1,1,0,0
Siadenovirus sp.,2671519,Spinus spinus,160760,1,1,0,0
Orthoflavivirus loupingi,3048184,Lagopus lagopus scotica,359986,3,3,0,3
Alphainfluenzavirus influenzae,2955291,Linaria flavirostris,90717,16,16,0,0
Alphainfluenzavirus influenzae,2955291,Passer montanus,9160,67,67,0,8
Circovirus duck,3047813,Cairina moschata,8855,29,29,0,29
Orthoavulavirus javaense,3051375,Ramphastos toco,95723,1,1,0,1
Alphainfluenzavirus influenzae,2955291,Motacilla alba,45807,2,2,0,0
Orthoavulavirus javaense,3051375,Pycnonotus leucotis,1208751,3,3,0,0
Alphainfluenzavirus influenzae,2955291,Dendrocygna autumnalis,8873,24,24,0,0
Chimney swift adenovirus 1,2510842,Chaetura pelagica,8897,1,1,0,0
Gammapolyomavirus anseris,1891746,Anser anser domesticus,8843,20,20,0,20
Alphainfluenzavirus influenzae,2955291,Sturnus vulgaris,9172,12,12,0,0
Alphainfluenzavirus influenzae,2955291,Merops apiaster,265611,1,1,0,0
Pygoscepivirus A,2846013,Pygoscelis papua,30457,1,1,0,1
Duck parvovirus NM4,1962258,Cairina moschata,8855,1,1,0,1
Alphainfluenzavirus influenzae,2955291,Anas platyrhynchos platyrhynchos,8840,8,8,0,0
Tropical screech owl adenovirus 1,2691032,Megascops choliba,507958,1,1,0,0
Smooth billed ani adenovirus 1,2691031,Crotophaga ani,103947,1,1,0,0
Siadenovirus sp.,2671519,Aratinga solstitialis,176015,1,1,0,0
Avian bornavirus,675389,Pionus menstruus reichenowi,458129,1,1,0,0
Avian coronavirus,694014,Anas bahamensis,75834,3,3,0,0
Avian coronavirus,694014,Calidris fuscicollis,279940,2,2,0,0
Chicken circovirus 4,2682574,Gallus gallus,9031,1,1,0,1
Chicken circovirus 5,2681776,Gallus gallus,9031,1,1,0,1
Picobirnavirus sp.,1907787,Gallus gallus,9031,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Anas fulvigula,75846,8,8,0,0
Orthobornavirus alphapsittaciforme,1548713,Eolophus roseicapilla,176039,7,7,0,0
Orthobornavirus alphapsittaciforme,1548713,Psittacula alexandri,232635,1,1,0,0
Orthobornavirus alphapsittaciforme,1548713,Psittacula cyanocephala,232645,1,1,0,0
Orthobornavirus alphapsittaciforme,1548713,Psittacula himalayana,232620,1,1,0,0
Orthobornavirus alphapsittaciforme,1548713,Psittacula krameri,9228,1,1,0,0
Orthobornavirus alphapsittaciforme,1548713,Neophema splendida,492514,1,1,0,0
Magpiepox virus,2670734,Gymnorhina tibicen,9132,1,1,0,1
Siadenovirus sp.,2671519,Tyto alba,56313,1,1,0,0
Aviadenovirus sp.,2217649,Tyto alba,56313,1,1,0,0
Aviadenovirus sp.,2217649,Ninox boobook,507961,1,1,0,0
Murine mastadenovirus B,1146873,Ninox boobook,507961,1,1,0,0
Murine mastadenovirus B,1146873,Cacatua galerita,141274,1,1,0,0
Murine mastadenovirus B,1146873,Podargus strigoides,8905,1,1,0,0
Murine mastadenovirus B,1146873,Eolophus roseicapilla,176039,1,1,0,0
Aviadenovirus sp.,2217649,Chroicocephalus novaehollandiae,2547444,2,2,0,0
Pigeon aviadenovirus B,2169708,Chroicocephalus novaehollandiae,2547444,1,1,0,0
Siadenovirus sp.,2671519,Anthochaera chrysoptera,266367,1,1,0,0
Psittacine aviadenovirus C,2734577,Trichoglossus haematodus,176049,1,1,0,0
Siadenovirus sp.,2671519,Manorina melanocephala,44314,3,3,0,0
Siadenovirus sp.,2671519,Phylidonyris novaehollandiae,266418,1,1,0,0
Siadenovirus sp.,2671519,Acridotheres tristis,279927,1,1,0,0
Aviadenovirus sp.,2217649,Eopsaltria australis,44318,1,1,0,0
Aviadenovirus sp.,2217649,Falcunculus frontatus,254539,1,1,0,0
Siadenovirus sp.,2671519,Zosterops lateralis,43581,1,1,0,0
Siadenovirus sp.,2671519,Pardalotus punctatus,254575,1,1,0,0
Siadenovirus sp.,2671519,Malurus cyaneus,55807,1,1,0,0
Atadenovirus sp.,2671518,Cacatua galerita,141274,1,1,0,0
Atadenovirus sp.,2671518,Cacatua tenuirostris,1344800,1,1,0,0
Atadenovirus sp.,2671518,Sturnus vulgaris,9172,1,1,0,0
Atadenovirus sp.,2671518,Chroicocephalus novaehollandiae,2547444,1,1,0,0
Atadenovirus sp.,2671518,Threskiornis molucca,2671080,1,1,0,0
Atadenovirus sp.,2671518,Anthochaera chrysoptera,266367,1,1,0,0
Atadenovirus sp.,2671518,Trichoglossus haematodus,176049,1,1,0,0
Atadenovirus sp.,2671518,Phylidonyris novaehollandiae,266418,1,1,0,0
Atadenovirus sp.,2671518,Manorina melanocephala,44314,1,1,0,0
Atadenovirus sp.,2671518,Malurus cyaneus,55807,1,1,0,0
Atadenovirus sp.,2671518,Zosterops lateralis,43581,1,1,0,0
